class index,filepaths,labels,card type,data set
7,augmented/train/jack of clubs/033_rot180_clean.png,jack of clubs,jack,augmented_train
8,augmented/train/eight of diamonds/043_rot180_noisy.png,eight of diamonds,eight,augmented_train
3,augmented/train/jack of spades/034_rot90_clean.png,jack of spades,jack,augmented_train
52,augmented/train/queen of clubs/034_rot90_clean.png,queen of clubs,queen,augmented_train
29,augmented/train/three of diamonds/023_rot180_noisy.png,three of diamonds,three,augmented_train
24,augmented/train/queen of hearts/035_rot180_noisy.png,queen of hearts,queen,augmented_train
42,augmented/train/seven of diamonds/033_rot90_clean.png,seven of diamonds,seven,augmented_train
42,augmented/train/seven of diamonds/034_rot180_noisy.png,seven of diamonds,seven,augmented_train
36,augmented/train/eight of clubs/036_rot90_noisy.png,eight of clubs,eight,augmented_train
13,augmented/train/eight of hearts/033_rot270_clean.png,eight of hearts,eight,augmented_train
0,augmented/train/eight of spades/032_rot90_noisy.png,eight of spades,eight,augmented_train
47,augmented/train/five of spades/032_rot270_clean.png,five of spades,five,augmented_train
33,augmented/train/four of clubs/033_rot180_noisy.png,four of clubs,four,augmented_train
47,augmented/train/five of spades/033_rot180_clean.png,five of spades,five,augmented_train
30,augmented/train/queen of spades/041_rot90_clean.png,queen of spades,queen,augmented_train
17,augmented/train/two of spades/031_rot270_clean.png,two of spades,two,augmented_train
2,augmented/train/jack of hearts/033_rot90_noisy.png,jack of hearts,jack,augmented_train
31,augmented/train/nine of clubs/021_rot90_clean.png,nine of clubs,nine,augmented_train
46,augmented/train/ace of diamonds/021_rot90_clean.png,ace of diamonds,ace,augmented_train
17,augmented/train/two of spades/032_rot180_noisy.png,two of spades,two,augmented_train
37,augmented/train/seven of spades/034_rot270_noisy.png,seven of spades,seven,augmented_train
28,augmented/train/two of diamonds/027_rot180_clean.png,two of diamonds,two,augmented_train
29,augmented/train/three of diamonds/024_rot90_clean.png,three of diamonds,three,augmented_train
35,augmented/train/two of hearts/029_rot90_noisy.png,two of hearts,two,augmented_train
15,augmented/train/king of spades/033_rot270_clean.png,king of spades,king,augmented_train
6,augmented/train/three of spades/027_rot90_clean.png,three of spades,three,augmented_train
18,augmented/train/nine of spades/029_rot90_clean.png,nine of spades,nine,augmented_train
29,augmented/train/three of diamonds/025_rot90_noisy.png,three of diamonds,three,augmented_train
30,augmented/train/queen of spades/042_rot90_clean.png,queen of spades,queen,augmented_train
21,augmented/train/joker/024_rot180_clean.png,joker,joker,augmented_train
21,augmented/train/joker/022_rot180_noisy.png,joker,joker,augmented_train
35,augmented/train/two of hearts/028_rot270_clean.png,two of hearts,two,augmented_train
20,augmented/train/nine of hearts/030_rot90_clean.png,nine of hearts,nine,augmented_train
36,augmented/train/eight of clubs/037_rot180_noisy.png,eight of clubs,eight,augmented_train
50,augmented/train/nine of diamonds/030_rot270_clean.png,nine of diamonds,nine,augmented_train
19,augmented/train/ace of hearts/046_rot180_clean.png,ace of hearts,ace,augmented_train
52,augmented/train/queen of clubs/035_rot90_noisy.png,queen of clubs,queen,augmented_train
9,augmented/train/four of hearts/033_rot90_clean.png,four of hearts,four,augmented_train
21,augmented/train/joker/023_rot90_noisy.png,joker,joker,augmented_train
30,augmented/train/queen of spades/043_rot90_noisy.png,queen of spades,queen,augmented_train
8,augmented/train/eight of diamonds/044_rot90_clean.png,eight of diamonds,eight,augmented_train
40,augmented/train/three of clubs/029_rot270_clean.png,three of clubs,three,augmented_train
0,augmented/train/eight of spades/033_rot90_clean.png,eight of spades,eight,augmented_train
17,augmented/train/two of spades/033_rot90_clean.png,two of spades,two,augmented_train
50,augmented/train/nine of diamonds/031_rot270_noisy.png,nine of diamonds,nine,augmented_train
1,augmented/train/king of clubs/024_rot90_clean.png,king of clubs,king,augmented_train
30,augmented/train/queen of spades/044_rot180_noisy.png,queen of spades,queen,augmented_train
40,augmented/train/three of clubs/030_rot90_noisy.png,three of clubs,three,augmented_train
11,augmented/train/four of diamonds/026_rot90_noisy.png,four of diamonds,four,augmented_train
26,augmented/train/ten of clubs/033_rot270_noisy.png,ten of clubs,ten,augmented_train
42,augmented/train/seven of diamonds/035_rot90_clean.png,seven of diamonds,seven,augmented_train
8,augmented/train/eight of diamonds/045_rot90_clean.png,eight of diamonds,eight,augmented_train
15,augmented/train/king of spades/034_rot270_clean.png,king of spades,king,augmented_train
24,augmented/train/queen of hearts/036_rot270_noisy.png,queen of hearts,queen,augmented_train
49,augmented/train/seven of clubs/015_rot180_clean.png,seven of clubs,seven,augmented_train
24,augmented/train/queen of hearts/037_rot90_clean.png,queen of hearts,queen,augmented_train
6,augmented/train/three of spades/028_rot90_noisy.png,three of spades,three,augmented_train
52,augmented/train/queen of clubs/036_rot180_noisy.png,queen of clubs,queen,augmented_train
24,augmented/train/queen of hearts/038_rot180_clean.png,queen of hearts,queen,augmented_train
51,augmented/train/two of clubs/020_rot90_noisy.png,two of clubs,two,augmented_train
41,augmented/train/six of diamonds/027_rot180_clean.png,six of diamonds,six,augmented_train
4,augmented/train/ace of spades/035_rot90_clean.png,ace of spades,ace,augmented_train
42,augmented/train/seven of diamonds/036_rot270_clean.png,seven of diamonds,seven,augmented_train
49,augmented/train/seven of clubs/016_rot180_clean.png,seven of clubs,seven,augmented_train
2,augmented/train/jack of hearts/034_rot90_noisy.png,jack of hearts,jack,augmented_train
15,augmented/train/king of spades/035_rot270_clean.png,king of spades,king,augmented_train
23,augmented/train/jack of diamonds/031_rot180_noisy.png,jack of diamonds,jack,augmented_train
30,augmented/train/queen of spades/045_rot90_clean.png,queen of spades,queen,augmented_train
4,augmented/train/ace of spades/036_rot270_noisy.png,ace of spades,ace,augmented_train
26,augmented/train/ten of clubs/034_rot90_noisy.png,ten of clubs,ten,augmented_train
4,augmented/train/ace of spades/037_rot90_noisy.png,ace of spades,ace,augmented_train
6,augmented/train/three of spades/029_rot180_clean.png,three of spades,three,augmented_train
47,augmented/train/five of spades/034_rot90_noisy.png,five of spades,five,augmented_train
47,augmented/train/five of spades/035_rot270_clean.png,five of spades,five,augmented_train
23,augmented/train/jack of diamonds/032_rot180_noisy.png,jack of diamonds,jack,augmented_train
3,augmented/train/jack of spades/035_rot90_clean.png,jack of spades,jack,augmented_train
27,augmented/train/seven of hearts/027_rot90_clean.png,seven of hearts,seven,augmented_train
16,augmented/train/six of hearts/027_rot270_noisy.png,six of hearts,six,augmented_train
9,augmented/train/four of hearts/034_rot180_noisy.png,four of hearts,four,augmented_train
43,augmented/train/six of clubs/038_rot90_noisy.png,six of clubs,six,augmented_train
41,augmented/train/six of diamonds/028_rot90_clean.png,six of diamonds,six,augmented_train
3,augmented/train/jack of spades/036_rot90_clean.png,jack of spades,jack,augmented_train
11,augmented/train/four of diamonds/027_rot180_noisy.png,four of diamonds,four,augmented_train
6,augmented/train/three of spades/030_rot90_clean.png,three of spades,three,augmented_train
44,augmented/train/ten of hearts/031_rot90_noisy.png,ten of hearts,ten,augmented_train
32,augmented/train/queen of diamonds/029_rot180_noisy.png,queen of diamonds,queen,augmented_train
19,augmented/train/ace of hearts/047_rot90_noisy.png,ace of hearts,ace,augmented_train
21,augmented/train/joker/025_rot90_noisy.png,joker,joker,augmented_train
38,augmented/train/six of spades/028_rot90_noisy.png,six of spades,six,augmented_train
11,augmented/train/four of diamonds/028_rot90_clean.png,four of diamonds,four,augmented_train
38,augmented/train/six of spades/027_rot180_clean.png,six of spades,six,augmented_train
6,augmented/train/three of spades/031_rot180_noisy.png,three of spades,three,augmented_train
52,augmented/train/queen of clubs/037_rot270_noisy.png,queen of clubs,queen,augmented_train
7,augmented/train/jack of clubs/034_rot270_noisy.png,jack of clubs,jack,augmented_train
0,augmented/train/eight of spades/034_rot90_noisy.png,eight of spades,eight,augmented_train
2,augmented/train/jack of hearts/035_rot270_clean.png,jack of hearts,jack,augmented_train
33,augmented/train/four of clubs/034_rot90_clean.png,four of clubs,four,augmented_train
29,augmented/train/three of diamonds/026_rot90_noisy.png,three of diamonds,three,augmented_train
36,augmented/train/eight of clubs/038_rot270_clean.png,eight of clubs,eight,augmented_train
23,augmented/train/jack of diamonds/034_rot270_noisy.png,jack of diamonds,jack,augmented_train
23,augmented/train/jack of diamonds/033_rot270_clean.png,jack of diamonds,jack,augmented_train
6,augmented/train/three of spades/032_rot270_clean.png,three of spades,three,augmented_train
39,augmented/train/five of clubs/037_rot180_clean.png,five of clubs,five,augmented_train
28,augmented/train/two of diamonds/028_rot90_noisy.png,two of diamonds,two,augmented_train
28,augmented/train/two of diamonds/029_rot90_clean.png,two of diamonds,two,augmented_train
0,augmented/train/eight of spades/035_rot180_noisy.png,eight of spades,eight,augmented_train
4,augmented/train/ace of spades/038_rot90_clean.png,ace of spades,ace,augmented_train
33,augmented/train/four of clubs/035_rot270_noisy.png,four of clubs,four,augmented_train
46,augmented/train/ace of diamonds/022_rot90_noisy.png,ace of diamonds,ace,augmented_train
20,augmented/train/nine of hearts/031_rot90_noisy.png,nine of hearts,nine,augmented_train
9,augmented/train/four of hearts/035_rot90_noisy.png,four of hearts,four,augmented_train
44,augmented/train/ten of hearts/032_rot270_clean.png,ten of hearts,ten,augmented_train
19,augmented/train/ace of hearts/048_rot180_noisy.png,ace of hearts,ace,augmented_train
36,augmented/train/eight of clubs/039_rot270_noisy.png,eight of clubs,eight,augmented_train
27,augmented/train/seven of hearts/028_rot270_clean.png,seven of hearts,seven,augmented_train
29,augmented/train/three of diamonds/027_rot90_clean.png,three of diamonds,three,augmented_train
47,augmented/train/five of spades/036_rot180_noisy.png,five of spades,five,augmented_train
41,augmented/train/six of diamonds/029_rot90_noisy.png,six of diamonds,six,augmented_train
24,augmented/train/queen of hearts/039_rot180_clean.png,queen of hearts,queen,augmented_train
51,augmented/train/two of clubs/021_rot270_clean.png,two of clubs,two,augmented_train
13,augmented/train/eight of hearts/034_rot90_noisy.png,eight of hearts,eight,augmented_train
5,augmented/train/five of diamonds/037_rot270_clean.png,five of diamonds,five,augmented_train
16,augmented/train/six of hearts/028_rot90_clean.png,six of hearts,six,augmented_train
8,augmented/train/eight of diamonds/047_rot180_clean.png,eight of diamonds,eight,augmented_train
16,augmented/train/six of hearts/029_rot180_clean.png,six of hearts,six,augmented_train
39,augmented/train/five of clubs/038_rot90_clean.png,five of clubs,five,augmented_train
23,augmented/train/jack of diamonds/035_rot90_noisy.png,jack of diamonds,jack,augmented_train
51,augmented/train/two of clubs/022_rot180_clean.png,two of clubs,two,augmented_train
12,augmented/train/five of hearts/029_rot90_clean.png,five of hearts,five,augmented_train
31,augmented/train/nine of clubs/022_rot270_noisy.png,nine of clubs,nine,augmented_train
8,augmented/train/eight of diamonds/046_rot180_clean.png,eight of diamonds,eight,augmented_train
38,augmented/train/six of spades/029_rot90_clean.png,six of spades,six,augmented_train
41,augmented/train/six of diamonds/030_rot90_clean.png,six of diamonds,six,augmented_train
5,augmented/train/five of diamonds/038_rot270_noisy.png,five of diamonds,five,augmented_train
3,augmented/train/jack of spades/037_rot90_noisy.png,jack of spades,jack,augmented_train
4,augmented/train/ace of spades/039_rot270_clean.png,ace of spades,ace,augmented_train
18,augmented/train/nine of spades/030_rot270_noisy.png,nine of spades,nine,augmented_train
50,augmented/train/nine of diamonds/032_rot90_clean.png,nine of diamonds,nine,augmented_train
28,augmented/train/two of diamonds/031_rot180_clean.png,two of diamonds,two,augmented_train
5,augmented/train/five of diamonds/039_rot270_noisy.png,five of diamonds,five,augmented_train
28,augmented/train/two of diamonds/030_rot90_noisy.png,two of diamonds,two,augmented_train
18,augmented/train/nine of spades/031_rot180_clean.png,nine of spades,nine,augmented_train
1,augmented/train/king of clubs/025_rot270_noisy.png,king of clubs,king,augmented_train
9,augmented/train/four of hearts/036_rot180_clean.png,four of hearts,four,augmented_train
31,augmented/train/nine of clubs/023_rot90_clean.png,nine of clubs,nine,augmented_train
35,augmented/train/two of hearts/030_rot270_noisy.png,two of hearts,two,augmented_train
46,augmented/train/ace of diamonds/023_rot90_noisy.png,ace of diamonds,ace,augmented_train
23,augmented/train/jack of diamonds/036_rot90_noisy.png,jack of diamonds,jack,augmented_train
7,augmented/train/jack of clubs/035_rot90_noisy.png,jack of clubs,jack,augmented_train
18,augmented/train/nine of spades/032_rot270_clean.png,nine of spades,nine,augmented_train
